theta,alpha,theta_dot,alpha_dot,Vm
0.207044484,-0.806874929,-5.86135976,-10.79438657,2.185151561
0.133821881,-0.949163929,-5.810245796,-11.96382512,-1.964243221
0.802851456,-0.025588604,0.036899001,-0.021920476,0.164517069
0.802377232,-0.027014977,-0.112833271,-0.206551052,-2.648876374
0.810905376,-0.020020804,1.476354142,1.325082879,0.948315015
0.825402908,-0.007536979,0.848339152,0.680865852,-1.742741712
0.84264001,0.007466916,1.911772582,1.724702428,1.131266969
0.862165863,0.024788141,1.219413391,1.058337884,-0.824048385
0.880828105,0.041627991,1.769845482,1.642932448,0.386404484
0.901855149,0.061474498,1.600857956,1.543657282,2.183075996
0.914122474,0.073699554,0.369701517,0.423735583,1.880747707
0.912376862,0.073381034,-0.646977005,-0.472052724,1.634601653
0.89888642,0.062807153,-1.513731771,-1.223817575,-2.79583329
0.891486,0.059428864,0.325031732,0.676288325,2.102697279
0.888144256,0.061112955,-0.856464782,-0.402309818,-1.269703908
0.883056935,0.062169042,0.040645683,0.568872308,0.318125209
0.883059815,0.069339721,-0.03788396,0.582399811,-1.271645608
0.888247214,0.08282191,0.868334139,1.577568479,2.959135794
0.888734981,0.093086471,-0.781536189,0.077214955,-2.21549972
0.888465073,0.104227241,0.735661031,1.703749699,1.958204634
0.891400277,0.120315895,-0.256868201,0.884085531,-0.768907653
0.892407597,0.136579578,0.418838605,1.721856696,-0.473233521
0.900811943,0.162430862,0.928283966,2.422100437,-1.273920783
0.9185469,0.200150313,1.905795885,3.617271913,1.643081457
0.93822382,0.243194659,1.259260169,3.296670611,-2.225319973
0.963259782,0.295497827,2.7240393,5.06034982,2.733414868
0.990257007,0.354846846,1.625297367,4.478723685,0.036462204
1.012391671,0.415682365,1.9101124,5.2618181,2.610441209
1.030930417,0.480356915,1.078218504,5.122249045,2.568452103
1.039939245,0.544664526,0.379875561,5.19757123,-0.998350949
1.048884356,0.617769304,1.024117089,6.486653466,-2.457358651
1.067789397,0.708886625,1.951164606,8.063025576,2.471700652
1.087419691,0.812080311,1.196866711,8.477565105,1.788116274
1.098928518,0.922251684,0.638811314,9.169502781,-1.111883792
1.107473605,1.04423187,0.694525414,10.34301627,2.253752358
0.802851456,-0.025588604,0.036899001,-0.021920476,-0.204836689
0.803806241,-0.025603172,0.115721774,0.019410298,-2.628094208
0.815122173,-0.015838165,1.694797063,1.544064944,-2.594457574
0.846115215,0.013024616,3.268898287,3.084666224,2.108076917
0.878821179,0.043676698,1.977224263,1.841144673,0.003942406
0.903919662,0.0674845,2.044988767,1.980168905,2.652632378
0.919998196,0.083516361,0.538192933,0.600155929,0.346058502
0.926333013,0.091381015,0.477745397,0.662333506,-2.448397899
0.942587147,0.110600375,2.119807405,2.413086938,-0.891088452
0.973430657,0.146068316,2.817306861,3.272069927,-1.119833208
1.013871836,0.193476678,3.650717578,4.322092956,1.707434339
1.054774711,0.244812191,2.913285706,3.923187405,-0.44064743
1.094251378,0.299098108,3.398221844,4.770593021,-0.392512016
1.139396383,0.364106624,3.815325937,5.636723023,-1.090629929
1.191290571,0.441948572,4.461148298,6.811146489,-1.814075301
1.251999973,0.535812929,5.206575781,8.187048015,-0.463182696
1.317256129,0.643588832,5.208434753,9.058126125,-0.808432435
1.382223939,0.762833208,5.155157545,10.019362,-1.714544711
1.446911076,0.895155605,5.154272276,11.14507272,2.567693952
1.503742457,1.037556593,3.944900051,11.67507883,-1.868852948
0.802851456,-0.025588604,0.036899001,-0.021920476,-0.511699805
0.804993596,-0.024430117,0.305645988,0.207177129,-0.183653168
0.80922932,-0.021646442,0.372820371,0.239587629,1.717158569
0.806976955,-0.025672778,-0.731767152,-0.882463987,2.524905189
0.78780823,-0.046842061,-2.335957606,-2.509258835,-0.610955494
0.760561293,-0.07673436,-2.033209136,-2.290476933,2.548298002
0.724777095,-0.116309674,-3.688778663,-4.047030536,-1.972784401
0.68517957,-0.161667077,-2.667540708,-3.242083714,-1.924455697
0.657436669,-0.198255275,-1.78849177,-2.637881817,-0.331954358
0.634513045,-0.233590151,-1.884455834,-3.028744784,-2.513447528
0.617566581,-0.267229186,-0.845558094,-2.379992629,-2.355116599
0.61244437,-0.294173866,0.012284735,-1.951436264,-0.051199964
0.610209952,-0.323414922,-0.369049808,-2.731949916,-1.134691482
0.60657157,-0.359503776,-0.219238583,-3.056074733,0.273126878
0.600472456,-0.403949513,-0.749274563,-4.056377251,-2.136991034
0.59468041,-0.454958239,-0.19132752,-4.130099875,2.537280896
0.583393909,-0.518349973,-1.573709106,-5.983728193,-0.898748822
0.564476957,-0.596999336,-1.449016059,-6.612910357,-2.501285512
0.550679195,-0.681258093,-0.770322065,-6.898158293,-0.637277471
0.541453577,-0.772803839,-0.692205575,-7.755434882,0.849170521
0.531206544,-0.877051159,-0.916251271,-8.916665537,-2.38530444
0.524306023,-0.992572305,-0.184240635,-9.590983816,2.332711892
0.802851456,-0.025588604,0.036899001,-0.021920476,2.171116793
0.794616888,-0.034682099,-1.353476619,-1.433186298,0.696866141
0.774675137,-0.055907993,-1.841549127,-1.971980387,-0.002031972
0.751133497,-0.081599067,-1.931777636,-2.151261009,-2.918250314
0.737276776,-0.099113273,-0.297589561,-0.668367983,-1.408116646
0.737780135,-0.104202523,0.374799775,-0.150855999,2.590207431
0.731503661,-0.11778894,-1.375015147,-2.020652257,1.362641688
0.708085116,-0.150239458,-2.371262422,-3.177730865,-2.406173372
0.685911514,-0.184072117,-1.195620582,-2.262934237,-2.601276916
0.678476127,-0.206728856,-0.008545813,-1.38262604,-0.459209791
0.677901825,-0.226301842,-0.086848312,-1.756632627,0.461845099
0.673062354,-0.253880513,-0.686286528,-2.660009136,0.833247637
0.659570482,-0.294084525,-1.465985507,-3.774201458,-0.464094502
0.640695133,-0.344423707,-1.556655809,-4.293480133,-2.314211529
0.626073874,-0.396686559,-0.802335659,-4.099845949,1.467893361
0.609744918,-0.457122826,-1.784430895,-5.556203976,-1.591327962
0.589925816,-0.528414807,-1.394488638,-5.873550505,2.116601273
0.56622191,-0.611692516,-2.353540668,-7.424917524,2.97755163
0.530507587,-0.714808797,-3.300112249,-9.039032139,-1.56255234
0.493368245,-0.830931648,-2.641504897,-9.565285644,2.769629927
0.457648842,-0.95897587,-3.023314184,-10.90371345,-0.760482614
0.802851456,-0.025588604,0.036899001,-0.021920476,2.347023955
0.793936855,-0.035353982,-1.46214149,-1.540631784,1.569678371
0.769275827,-0.061250985,-2.486718951,-2.611507641,-2.0087922
0.745337369,-0.087434645,-1.356407334,-1.597670844,-2.897015828
0.738468606,-0.098274599,0.248472485,-0.149227517,-0.471616822
0.742237552,-0.100363784,0.353807586,-0.186259248,0.213361079
0.74470132,-0.105512564,0.039962262,-0.638787587,0.805767324
0.740979482,-0.118588225,-0.636065228,-1.456274678,2.314843469
0.723159586,-0.147543503,-2.210072429,-3.177132565,1.570047834
0.688619203,-0.195397912,-3.310213707,-4.484409821,-1.67950925
0.651869607,-0.248857702,-2.589678652,-4.10170624,2.871352917
0.608510311,-0.312977565,-4.310609459,-6.136189323,2.064568002
0.547709819,-0.399312169,-5.374045748,-7.657614902,-2.357465889
0.487133402,-0.493163214,-4.346370638,-7.406956777,1.746034756
0.428748411,-0.593991786,-4.949134483,-8.706443325,2.33448538
0.363365935,-0.711366776,-5.455911072,-10.04993946,2.647703452
0.29314188,-0.845159732,-5.724530169,-11.33786556,-2.19976156
0.22906063,-0.989662929,-4.535830197,-11.81934342,2.724817553
0.802851456,-0.025588604,0.036899001,-0.021920476,-0.212925776
0.803837539,-0.025572251,0.120727851,0.024359532,1.441822431
0.799467116,-0.031304209,-0.819378093,-0.941475458,-2.55399497
0.798763279,-0.03393792,0.702382975,0.513977807,1.312585302
0.802048885,-0.03323893,-0.174485682,-0.399065992,-0.259851834
0.800491518,-0.037910497,-0.076325393,-0.351144758,-0.768380253
0.802065756,-0.040143489,0.32661396,-0.008513421,0.667592436
0.803091455,-0.043626368,-0.162310456,-0.548945517,2.200736369
0.792086716,-0.059743357,-1.598163534,-2.032190492,1.367466758
0.766306864,-0.09142964,-2.529616536,-3.047585503,-0.736265402
0.736685477,-0.128431674,-2.221212909,-2.893075693,2.510848063
0.698585444,-0.175933758,-3.863606605,-4.707149781,1.4330335
0.644315537,-0.242355303,-4.806513886,-5.924413088,-2.994124428
0.593316914,-0.310202659,-3.391842883,-4.985164827,-1.061781776
0.552752218,-0.373747599,-3.107231108,-5.205094253,1.911534041
0.507121812,-0.448534071,-4.155819301,-6.741871107,1.992068303
0.44972645,-0.541955224,-4.979076189,-8.182486139,-2.704342561
0.394281975,-0.643785417,-3.916064913,-8.154448761,2.313074582
0.341518877,-0.754485836,-4.474017464,-9.534936173,-0.921736893
0.289241553,-0.877758776,-3.881397142,-10.20693315,0.147150021
0.24311759,-1.011103356,-3.476177549,-11.13728213,-2.288541608
